S.NO/Digits,Input State,APU,MAIN LG,2XA,22XN,BTC                           Lockout,BUS TIE PB                      10XU ,3XS,4XS,3XG,5XG,SMOKE Config Button    13XU,Gen1 Ready (10J),GEN1 PB ON,GEN2 Ready(10J),GEN2 PB ON
14335,1433.5,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1
14336,1433.6,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
14337,1433.7,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1
14338,1433.8,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0
14339,1433.9,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1
14340,1434,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0
14341,1434.1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,1
14342,1434.2,0,1,1,1,0,0,0,0,0,0,0,0,1,1,0
14343,1434.3,0,1,1,1,0,0,0,0,0,0,0,0,1,1,1
14344,1434.4,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0
14345,1434.5,0,1,1,1,0,0,0,0,0,0,0,1,0,0,1
14346,1434.6,0,1,1,1,0,0,0,0,0,0,0,1,0,1,0
14347,1434.7,0,1,1,1,0,0,0,0,0,0,0,1,0,1,1
14348,1434.8,0,1,1,1,0,0,0,0,0,0,0,1,1,0,0
14349,1434.9,0,1,1,1,0,0,0,0,0,0,0,1,1,0,1
14350,1435,0,1,1,1,0,0,0,0,0,0,0,1,1,1,0
14351,1435.1,0,1,1,1,0,0,0,0,0,0,0,1,1,1,1
14352,1435.2,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0
14353,1435.3,0,1,1,1,0,0,0,0,0,0,1,0,0,0,1
14354,1435.4,0,1,1,1,0,0,0,0,0,0,1,0,0,1,0
14355,1435.5,0,1,1,1,0,0,0,0,0,0,1,0,0,1,1
14356,1435.6,0,1,1,1,0,0,0,0,0,0,1,0,1,0,0
14357,1435.7,0,1,1,1,0,0,0,0,0,0,1,0,1,0,1
14358,1435.8,0,1,1,1,0,0,0,0,0,0,1,0,1,1,0
14359,1435.9,0,1,1,1,0,0,0,0,0,0,1,0,1,1,1
14360,1436,0,1,1,1,0,0,0,0,0,0,1,1,0,0,0
14361,1436.1,0,1,1,1,0,0,0,0,0,0,1,1,0,0,1
14362,1436.2,0,1,1,1,0,0,0,0,0,0,1,1,0,1,0
14363,1436.3,0,1,1,1,0,0,0,0,0,0,1,1,0,1,1
14364,1436.4,0,1,1,1,0,0,0,0,0,0,1,1,1,0,0
14365,1436.5,0,1,1,1,0,0,0,0,0,0,1,1,1,0,1
14366,1436.6,0,1,1,1,0,0,0,0,0,0,1,1,1,1,0
14367,1436.7,0,1,1,1,0,0,0,0,0,0,1,1,1,1,1
14368,1436.8,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0
14369,1436.9,0,1,1,1,0,0,0,0,0,1,0,0,0,0,1
14370,1437,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0
14371,1437.1,0,1,1,1,0,0,0,0,0,1,0,0,0,1,1
14372,1437.2,0,1,1,1,0,0,0,0,0,1,0,0,1,0,0
14373,1437.3,0,1,1,1,0,0,0,0,0,1,0,0,1,0,1
14374,1437.4,0,1,1,1,0,0,0,0,0,1,0,0,1,1,0
14375,1437.5,0,1,1,1,0,0,0,0,0,1,0,0,1,1,1
14376,1437.6,0,1,1,1,0,0,0,0,0,1,0,1,0,0,0
14377,1437.7,0,1,1,1,0,0,0,0,0,1,0,1,0,0,1
14378,1437.8,0,1,1,1,0,0,0,0,0,1,0,1,0,1,0
14379,1437.9,0,1,1,1,0,0,0,0,0,1,0,1,0,1,1
14380,1438,0,1,1,1,0,0,0,0,0,1,0,1,1,0,0
14381,1438.1,0,1,1,1,0,0,0,0,0,1,0,1,1,0,1
14382,1438.2,0,1,1,1,0,0,0,0,0,1,0,1,1,1,0
14383,1438.3,0,1,1,1,0,0,0,0,0,1,0,1,1,1,1
14384,1438.4,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0
14385,1438.5,0,1,1,1,0,0,0,0,0,1,1,0,0,0,1
14386,1438.6,0,1,1,1,0,0,0,0,0,1,1,0,0,1,0
14387,1438.7,0,1,1,1,0,0,0,0,0,1,1,0,0,1,1
14388,1438.8,0,1,1,1,0,0,0,0,0,1,1,0,1,0,0
14389,1438.9,0,1,1,1,0,0,0,0,0,1,1,0,1,0,1
14390,1439,0,1,1,1,0,0,0,0,0,1,1,0,1,1,0
14391,1439.1,0,1,1,1,0,0,0,0,0,1,1,0,1,1,1
14392,1439.2,0,1,1,1,0,0,0,0,0,1,1,1,0,0,0
14393,1439.3,0,1,1,1,0,0,0,0,0,1,1,1,0,0,1
14394,1439.4,0,1,1,1,0,0,0,0,0,1,1,1,0,1,0
14395,1439.5,0,1,1,1,0,0,0,0,0,1,1,1,0,1,1
14396,1439.6,0,1,1,1,0,0,0,0,0,1,1,1,1,0,0
14397,1439.7,0,1,1,1,0,0,0,0,0,1,1,1,1,0,1
14398,1439.8,0,1,1,1,0,0,0,0,0,1,1,1,1,1,0
14399,1439.9,0,1,1,1,0,0,0,0,0,1,1,1,1,1,1
14400,1440,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0
14401,1440.1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,1
14402,1440.2,0,1,1,1,0,0,0,0,1,0,0,0,0,1,0
14403,1440.3,0,1,1,1,0,0,0,0,1,0,0,0,0,1,1
14404,1440.4,0,1,1,1,0,0,0,0,1,0,0,0,1,0,0
14405,1440.5,0,1,1,1,0,0,0,0,1,0,0,0,1,0,1
14406,1440.6,0,1,1,1,0,0,0,0,1,0,0,0,1,1,0
14407,1440.7,0,1,1,1,0,0,0,0,1,0,0,0,1,1,1
14408,1440.8,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0
14409,1440.9,0,1,1,1,0,0,0,0,1,0,0,1,0,0,1
14410,1441,0,1,1,1,0,0,0,0,1,0,0,1,0,1,0
14411,1441.1,0,1,1,1,0,0,0,0,1,0,0,1,0,1,1
14412,1441.2,0,1,1,1,0,0,0,0,1,0,0,1,1,0,0
14413,1441.3,0,1,1,1,0,0,0,0,1,0,0,1,1,0,1
14414,1441.4,0,1,1,1,0,0,0,0,1,0,0,1,1,1,0
14415,1441.5,0,1,1,1,0,0,0,0,1,0,0,1,1,1,1
14416,1441.6,0,1,1,1,0,0,0,0,1,0,1,0,0,0,0
14417,1441.7,0,1,1,1,0,0,0,0,1,0,1,0,0,0,1
14418,1441.8,0,1,1,1,0,0,0,0,1,0,1,0,0,1,0
14419,1441.9,0,1,1,1,0,0,0,0,1,0,1,0,0,1,1
14420,1442,0,1,1,1,0,0,0,0,1,0,1,0,1,0,0
14421,1442.1,0,1,1,1,0,0,0,0,1,0,1,0,1,0,1
14422,1442.2,0,1,1,1,0,0,0,0,1,0,1,0,1,1,0
14423,1442.3,0,1,1,1,0,0,0,0,1,0,1,0,1,1,1
14424,1442.4,0,1,1,1,0,0,0,0,1,0,1,1,0,0,0
14425,1442.5,0,1,1,1,0,0,0,0,1,0,1,1,0,0,1
14426,1442.6,0,1,1,1,0,0,0,0,1,0,1,1,0,1,0
14427,1442.7,0,1,1,1,0,0,0,0,1,0,1,1,0,1,1
14428,1442.8,0,1,1,1,0,0,0,0,1,0,1,1,1,0,0
14429,1442.9,0,1,1,1,0,0,0,0,1,0,1,1,1,0,1
14430,1443,0,1,1,1,0,0,0,0,1,0,1,1,1,1,0
14431,1443.1,0,1,1,1,0,0,0,0,1,0,1,1,1,1,1
14432,1443.2,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0
14433,1443.3,0,1,1,1,0,0,0,0,1,1,0,0,0,0,1
14434,1443.4,0,1,1,1,0,0,0,0,1,1,0,0,0,1,0
14435,1443.5,0,1,1,1,0,0,0,0,1,1,0,0,0,1,1
14436,1443.6,0,1,1,1,0,0,0,0,1,1,0,0,1,0,0
14437,1443.7,0,1,1,1,0,0,0,0,1,1,0,0,1,0,1
14438,1443.8,0,1,1,1,0,0,0,0,1,1,0,0,1,1,0
14439,1443.9,0,1,1,1,0,0,0,0,1,1,0,0,1,1,1
14440,1444,0,1,1,1,0,0,0,0,1,1,0,1,0,0,0
14441,1444.1,0,1,1,1,0,0,0,0,1,1,0,1,0,0,1
14442,1444.2,0,1,1,1,0,0,0,0,1,1,0,1,0,1,0
14443,1444.3,0,1,1,1,0,0,0,0,1,1,0,1,0,1,1
14444,1444.4,0,1,1,1,0,0,0,0,1,1,0,1,1,0,0
14445,1444.5,0,1,1,1,0,0,0,0,1,1,0,1,1,0,1
14446,1444.6,0,1,1,1,0,0,0,0,1,1,0,1,1,1,0
14447,1444.7,0,1,1,1,0,0,0,0,1,1,0,1,1,1,1
14448,1444.8,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0
14449,1444.9,0,1,1,1,0,0,0,0,1,1,1,0,0,0,1
14450,1445,0,1,1,1,0,0,0,0,1,1,1,0,0,1,0
14451,1445.1,0,1,1,1,0,0,0,0,1,1,1,0,0,1,1
14452,1445.2,0,1,1,1,0,0,0,0,1,1,1,0,1,0,0
14453,1445.3,0,1,1,1,0,0,0,0,1,1,1,0,1,0,1
14454,1445.4,0,1,1,1,0,0,0,0,1,1,1,0,1,1,0
14455,1445.5,0,1,1,1,0,0,0,0,1,1,1,0,1,1,1
14456,1445.6,0,1,1,1,0,0,0,0,1,1,1,1,0,0,0
14457,1445.7,0,1,1,1,0,0,0,0,1,1,1,1,0,0,1
14458,1445.8,0,1,1,1,0,0,0,0,1,1,1,1,0,1,0
14459,1445.9,0,1,1,1,0,0,0,0,1,1,1,1,0,1,1
14460,1446,0,1,1,1,0,0,0,0,1,1,1,1,1,0,0
14461,1446.1,0,1,1,1,0,0,0,0,1,1,1,1,1,0,1
14462,1446.2,0,1,1,1,0,0,0,0,1,1,1,1,1,1,0
14463,1446.3,0,1,1,1,0,0,0,0,1,1,1,1,1,1,1
14464,1446.4,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0
14465,1446.5,0,1,1,1,0,0,0,1,0,0,0,0,0,0,1
14466,1446.6,0,1,1,1,0,0,0,1,0,0,0,0,0,1,0
14467,1446.7,0,1,1,1,0,0,0,1,0,0,0,0,0,1,1
14468,1446.8,0,1,1,1,0,0,0,1,0,0,0,0,1,0,0
14469,1446.9,0,1,1,1,0,0,0,1,0,0,0,0,1,0,1
14470,1447,0,1,1,1,0,0,0,1,0,0,0,0,1,1,0
14471,1447.1,0,1,1,1,0,0,0,1,0,0,0,0,1,1,1
14472,1447.2,0,1,1,1,0,0,0,1,0,0,0,1,0,0,0
14473,1447.3,0,1,1,1,0,0,0,1,0,0,0,1,0,0,1
14474,1447.4,0,1,1,1,0,0,0,1,0,0,0,1,0,1,0
14475,1447.5,0,1,1,1,0,0,0,1,0,0,0,1,0,1,1
14476,1447.6,0,1,1,1,0,0,0,1,0,0,0,1,1,0,0
14477,1447.7,0,1,1,1,0,0,0,1,0,0,0,1,1,0,1
14478,1447.8,0,1,1,1,0,0,0,1,0,0,0,1,1,1,0
14479,1447.9,0,1,1,1,0,0,0,1,0,0,0,1,1,1,1
14480,1448,0,1,1,1,0,0,0,1,0,0,1,0,0,0,0
14481,1448.1,0,1,1,1,0,0,0,1,0,0,1,0,0,0,1
14482,1448.2,0,1,1,1,0,0,0,1,0,0,1,0,0,1,0
14483,1448.3,0,1,1,1,0,0,0,1,0,0,1,0,0,1,1
14484,1448.4,0,1,1,1,0,0,0,1,0,0,1,0,1,0,0
14485,1448.5,0,1,1,1,0,0,0,1,0,0,1,0,1,0,1
14486,1448.6,0,1,1,1,0,0,0,1,0,0,1,0,1,1,0
14487,1448.7,0,1,1,1,0,0,0,1,0,0,1,0,1,1,1
14488,1448.8,0,1,1,1,0,0,0,1,0,0,1,1,0,0,0
14489,1448.9,0,1,1,1,0,0,0,1,0,0,1,1,0,0,1
14490,1449,0,1,1,1,0,0,0,1,0,0,1,1,0,1,0
14491,1449.1,0,1,1,1,0,0,0,1,0,0,1,1,0,1,1
14492,1449.2,0,1,1,1,0,0,0,1,0,0,1,1,1,0,0
14493,1449.3,0,1,1,1,0,0,0,1,0,0,1,1,1,0,1
14494,1449.4,0,1,1,1,0,0,0,1,0,0,1,1,1,1,0
14495,1449.5,0,1,1,1,0,0,0,1,0,0,1,1,1,1,1
14496,1449.6,0,1,1,1,0,0,0,1,0,1,0,0,0,0,0
14497,1449.7,0,1,1,1,0,0,0,1,0,1,0,0,0,0,1
14498,1449.8,0,1,1,1,0,0,0,1,0,1,0,0,0,1,0
14499,1449.9,0,1,1,1,0,0,0,1,0,1,0,0,0,1,1
14500,1450,0,1,1,1,0,0,0,1,0,1,0,0,1,0,0
14501,1450.1,0,1,1,1,0,0,0,1,0,1,0,0,1,0,1
14502,1450.2,0,1,1,1,0,0,0,1,0,1,0,0,1,1,0
14503,1450.3,0,1,1,1,0,0,0,1,0,1,0,0,1,1,1
14504,1450.4,0,1,1,1,0,0,0,1,0,1,0,1,0,0,0
14505,1450.5,0,1,1,1,0,0,0,1,0,1,0,1,0,0,1
14506,1450.6,0,1,1,1,0,0,0,1,0,1,0,1,0,1,0
14507,1450.7,0,1,1,1,0,0,0,1,0,1,0,1,0,1,1
14508,1450.8,0,1,1,1,0,0,0,1,0,1,0,1,1,0,0
14509,1450.9,0,1,1,1,0,0,0,1,0,1,0,1,1,0,1
14510,1451,0,1,1,1,0,0,0,1,0,1,0,1,1,1,0
14511,1451.1,0,1,1,1,0,0,0,1,0,1,0,1,1,1,1
14512,1451.2,0,1,1,1,0,0,0,1,0,1,1,0,0,0,0
14513,1451.3,0,1,1,1,0,0,0,1,0,1,1,0,0,0,1
14514,1451.4,0,1,1,1,0,0,0,1,0,1,1,0,0,1,0
14515,1451.5,0,1,1,1,0,0,0,1,0,1,1,0,0,1,1
14516,1451.6,0,1,1,1,0,0,0,1,0,1,1,0,1,0,0
14517,1451.7,0,1,1,1,0,0,0,1,0,1,1,0,1,0,1
14518,1451.8,0,1,1,1,0,0,0,1,0,1,1,0,1,1,0
14519,1451.9,0,1,1,1,0,0,0,1,0,1,1,0,1,1,1
14520,1452,0,1,1,1,0,0,0,1,0,1,1,1,0,0,0
14521,1452.1,0,1,1,1,0,0,0,1,0,1,1,1,0,0,1
14522,1452.2,0,1,1,1,0,0,0,1,0,1,1,1,0,1,0
14523,1452.3,0,1,1,1,0,0,0,1,0,1,1,1,0,1,1
14524,1452.4,0,1,1,1,0,0,0,1,0,1,1,1,1,0,0
14525,1452.5,0,1,1,1,0,0,0,1,0,1,1,1,1,0,1
14526,1452.6,0,1,1,1,0,0,0,1,0,1,1,1,1,1,0
14527,1452.7,0,1,1,1,0,0,0,1,0,1,1,1,1,1,1
14528,1452.8,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0
14529,1452.9,0,1,1,1,0,0,0,1,1,0,0,0,0,0,1
14530,1453,0,1,1,1,0,0,0,1,1,0,0,0,0,1,0
14531,1453.1,0,1,1,1,0,0,0,1,1,0,0,0,0,1,1
14532,1453.2,0,1,1,1,0,0,0,1,1,0,0,0,1,0,0
14533,1453.3,0,1,1,1,0,0,0,1,1,0,0,0,1,0,1
14534,1453.4,0,1,1,1,0,0,0,1,1,0,0,0,1,1,0
14535,1453.5,0,1,1,1,0,0,0,1,1,0,0,0,1,1,1
14536,1453.6,0,1,1,1,0,0,0,1,1,0,0,1,0,0,0
14537,1453.7,0,1,1,1,0,0,0,1,1,0,0,1,0,0,1
14538,1453.8,0,1,1,1,0,0,0,1,1,0,0,1,0,1,0
14539,1453.9,0,1,1,1,0,0,0,1,1,0,0,1,0,1,1
14540,1454,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0
14541,1454.1,0,1,1,1,0,0,0,1,1,0,0,1,1,0,1
14542,1454.2,0,1,1,1,0,0,0,1,1,0,0,1,1,1,0
14543,1454.3,0,1,1,1,0,0,0,1,1,0,0,1,1,1,1
14544,1454.4,0,1,1,1,0,0,0,1,1,0,1,0,0,0,0
14545,1454.5,0,1,1,1,0,0,0,1,1,0,1,0,0,0,1
14546,1454.6,0,1,1,1,0,0,0,1,1,0,1,0,0,1,0
14547,1454.7,0,1,1,1,0,0,0,1,1,0,1,0,0,1,1
14548,1454.8,0,1,1,1,0,0,0,1,1,0,1,0,1,0,0
14549,1454.9,0,1,1,1,0,0,0,1,1,0,1,0,1,0,1
14550,1455,0,1,1,1,0,0,0,1,1,0,1,0,1,1,0
14551,1455.1,0,1,1,1,0,0,0,1,1,0,1,0,1,1,1
14552,1455.2,0,1,1,1,0,0,0,1,1,0,1,1,0,0,0
14553,1455.3,0,1,1,1,0,0,0,1,1,0,1,1,0,0,1
14554,1455.4,0,1,1,1,0,0,0,1,1,0,1,1,0,1,0
14555,1455.5,0,1,1,1,0,0,0,1,1,0,1,1,0,1,1
14556,1455.6,0,1,1,1,0,0,0,1,1,0,1,1,1,0,0
14557,1455.7,0,1,1,1,0,0,0,1,1,0,1,1,1,0,1
14558,1455.8,0,1,1,1,0,0,0,1,1,0,1,1,1,1,0
14559,1455.9,0,1,1,1,0,0,0,1,1,0,1,1,1,1,1
14560,1456,0,1,1,1,0,0,0,1,1,1,0,0,0,0,0
14561,1456.1,0,1,1,1,0,0,0,1,1,1,0,0,0,0,1
14562,1456.2,0,1,1,1,0,0,0,1,1,1,0,0,0,1,0
14563,1456.3,0,1,1,1,0,0,0,1,1,1,0,0,0,1,1
14564,1456.4,0,1,1,1,0,0,0,1,1,1,0,0,1,0,0
14565,1456.5,0,1,1,1,0,0,0,1,1,1,0,0,1,0,1
14566,1456.6,0,1,1,1,0,0,0,1,1,1,0,0,1,1,0
14567,1456.7,0,1,1,1,0,0,0,1,1,1,0,0,1,1,1
14568,1456.8,0,1,1,1,0,0,0,1,1,1,0,1,0,0,0
14569,1456.9,0,1,1,1,0,0,0,1,1,1,0,1,0,0,1
14570,1457,0,1,1,1,0,0,0,1,1,1,0,1,0,1,0
14571,1457.1,0,1,1,1,0,0,0,1,1,1,0,1,0,1,1
14572,1457.2,0,1,1,1,0,0,0,1,1,1,0,1,1,0,0
14573,1457.3,0,1,1,1,0,0,0,1,1,1,0,1,1,0,1
14574,1457.4,0,1,1,1,0,0,0,1,1,1,0,1,1,1,0
14575,1457.5,0,1,1,1,0,0,0,1,1,1,0,1,1,1,1
14576,1457.6,0,1,1,1,0,0,0,1,1,1,1,0,0,0,0
14577,1457.7,0,1,1,1,0,0,0,1,1,1,1,0,0,0,1
14578,1457.8,0,1,1,1,0,0,0,1,1,1,1,0,0,1,0
14579,1457.9,0,1,1,1,0,0,0,1,1,1,1,0,0,1,1
14580,1458,0,1,1,1,0,0,0,1,1,1,1,0,1,0,0
14581,1458.1,0,1,1,1,0,0,0,1,1,1,1,0,1,0,1
14582,1458.2,0,1,1,1,0,0,0,1,1,1,1,0,1,1,0
14583,1458.3,0,1,1,1,0,0,0,1,1,1,1,0,1,1,1
14584,1458.4,0,1,1,1,0,0,0,1,1,1,1,1,0,0,0
14585,1458.5,0,1,1,1,0,0,0,1,1,1,1,1,0,0,1
14586,1458.6,0,1,1,1,0,0,0,1,1,1,1,1,0,1,0
14587,1458.7,0,1,1,1,0,0,0,1,1,1,1,1,0,1,1
14588,1458.8,0,1,1,1,0,0,0,1,1,1,1,1,1,0,0
14589,1458.9,0,1,1,1,0,0,0,1,1,1,1,1,1,0,1
14590,1459,0,1,1,1,0,0,0,1,1,1,1,1,1,1,0
14591,1459.1,0,1,1,1,0,0,0,1,1,1,1,1,1,1,1
14592,1459.2,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0
14593,1459.3,0,1,1,1,0,0,1,0,0,0,0,0,0,0,1
14594,1459.4,0,1,1,1,0,0,1,0,0,0,0,0,0,1,0
14595,1459.5,0,1,1,1,0,0,1,0,0,0,0,0,0,1,1
14596,1459.6,0,1,1,1,0,0,1,0,0,0,0,0,1,0,0
14597,1459.7,0,1,1,1,0,0,1,0,0,0,0,0,1,0,1
14598,1459.8,0,1,1,1,0,0,1,0,0,0,0,0,1,1,0
14599,1459.9,0,1,1,1,0,0,1,0,0,0,0,0,1,1,1
14600,1460,0,1,1,1,0,0,1,0,0,0,0,1,0,0,0
14601,1460.1,0,1,1,1,0,0,1,0,0,0,0,1,0,0,1
14602,1460.2,0,1,1,1,0,0,1,0,0,0,0,1,0,1,0
14603,1460.3,0,1,1,1,0,0,1,0,0,0,0,1,0,1,1
14604,1460.4,0,1,1,1,0,0,1,0,0,0,0,1,1,0,0
14605,1460.5,0,1,1,1,0,0,1,0,0,0,0,1,1,0,1
14606,1460.6,0,1,1,1,0,0,1,0,0,0,0,1,1,1,0
14607,1460.7,0,1,1,1,0,0,1,0,0,0,0,1,1,1,1
14608,1460.8,0,1,1,1,0,0,1,0,0,0,1,0,0,0,0
14609,1460.9,0,1,1,1,0,0,1,0,0,0,1,0,0,0,1
14610,1461,0,1,1,1,0,0,1,0,0,0,1,0,0,1,0
14611,1461.1,0,1,1,1,0,0,1,0,0,0,1,0,0,1,1
14612,1461.2,0,1,1,1,0,0,1,0,0,0,1,0,1,0,0
14613,1461.3,0,1,1,1,0,0,1,0,0,0,1,0,1,0,1
14614,1461.4,0,1,1,1,0,0,1,0,0,0,1,0,1,1,0
14615,1461.5,0,1,1,1,0,0,1,0,0,0,1,0,1,1,1
14616,1461.6,0,1,1,1,0,0,1,0,0,0,1,1,0,0,0
14617,1461.7,0,1,1,1,0,0,1,0,0,0,1,1,0,0,1
14618,1461.8,0,1,1,1,0,0,1,0,0,0,1,1,0,1,0
14619,1461.9,0,1,1,1,0,0,1,0,0,0,1,1,0,1,1
14620,1462,0,1,1,1,0,0,1,0,0,0,1,1,1,0,0
14621,1462.1,0,1,1,1,0,0,1,0,0,0,1,1,1,0,1
14622,1462.2,0,1,1,1,0,0,1,0,0,0,1,1,1,1,0
14623,1462.3,0,1,1,1,0,0,1,0,0,0,1,1,1,1,1
14624,1462.4,0,1,1,1,0,0,1,0,0,1,0,0,0,0,0
14625,1462.5,0,1,1,1,0,0,1,0,0,1,0,0,0,0,1
14626,1462.6,0,1,1,1,0,0,1,0,0,1,0,0,0,1,0
14627,1462.7,0,1,1,1,0,0,1,0,0,1,0,0,0,1,1
14628,1462.8,0,1,1,1,0,0,1,0,0,1,0,0,1,0,0
14629,1462.9,0,1,1,1,0,0,1,0,0,1,0,0,1,0,1
14630,1463,0,1,1,1,0,0,1,0,0,1,0,0,1,1,0
14631,1463.1,0,1,1,1,0,0,1,0,0,1,0,0,1,1,1
14632,1463.2,0,1,1,1,0,0,1,0,0,1,0,1,0,0,0
14633,1463.3,0,1,1,1,0,0,1,0,0,1,0,1,0,0,1
14634,1463.4,0,1,1,1,0,0,1,0,0,1,0,1,0,1,0
14635,1463.5,0,1,1,1,0,0,1,0,0,1,0,1,0,1,1
14636,1463.6,0,1,1,1,0,0,1,0,0,1,0,1,1,0,0
14637,1463.7,0,1,1,1,0,0,1,0,0,1,0,1,1,0,1
14638,1463.8,0,1,1,1,0,0,1,0,0,1,0,1,1,1,0
14639,1463.9,0,1,1,1,0,0,1,0,0,1,0,1,1,1,1
14640,1464,0,1,1,1,0,0,1,0,0,1,1,0,0,0,0
14641,1464.1,0,1,1,1,0,0,1,0,0,1,1,0,0,0,1
14642,1464.2,0,1,1,1,0,0,1,0,0,1,1,0,0,1,0
14643,1464.3,0,1,1,1,0,0,1,0,0,1,1,0,0,1,1
14644,1464.4,0,1,1,1,0,0,1,0,0,1,1,0,1,0,0
14645,1464.5,0,1,1,1,0,0,1,0,0,1,1,0,1,0,1
14646,1464.6,0,1,1,1,0,0,1,0,0,1,1,0,1,1,0
14647,1464.7,0,1,1,1,0,0,1,0,0,1,1,0,1,1,1
14648,1464.8,0,1,1,1,0,0,1,0,0,1,1,1,0,0,0
14649,1464.9,0,1,1,1,0,0,1,0,0,1,1,1,0,0,1
14650,1465,0,1,1,1,0,0,1,0,0,1,1,1,0,1,0
14651,1465.1,0,1,1,1,0,0,1,0,0,1,1,1,0,1,1
14652,1465.2,0,1,1,1,0,0,1,0,0,1,1,1,1,0,0
14653,1465.3,0,1,1,1,0,0,1,0,0,1,1,1,1,0,1
14654,1465.4,0,1,1,1,0,0,1,0,0,1,1,1,1,1,0
14655,1465.5,0,1,1,1,0,0,1,0,0,1,1,1,1,1,1
14656,1465.6,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0
14657,1465.7,0,1,1,1,0,0,1,0,1,0,0,0,0,0,1
14658,1465.8,0,1,1,1,0,0,1,0,1,0,0,0,0,1,0
14659,1465.9,0,1,1,1,0,0,1,0,1,0,0,0,0,1,1
14660,1466,0,1,1,1,0,0,1,0,1,0,0,0,1,0,0
14661,1466.1,0,1,1,1,0,0,1,0,1,0,0,0,1,0,1
14662,1466.2,0,1,1,1,0,0,1,0,1,0,0,0,1,1,0
14663,1466.3,0,1,1,1,0,0,1,0,1,0,0,0,1,1,1
14664,1466.4,0,1,1,1,0,0,1,0,1,0,0,1,0,0,0
14665,1466.5,0,1,1,1,0,0,1,0,1,0,0,1,0,0,1
14666,1466.6,0,1,1,1,0,0,1,0,1,0,0,1,0,1,0
14667,1466.7,0,1,1,1,0,0,1,0,1,0,0,1,0,1,1
14668,1466.8,0,1,1,1,0,0,1,0,1,0,0,1,1,0,0
14669,1466.9,0,1,1,1,0,0,1,0,1,0,0,1,1,0,1
14670,1467,0,1,1,1,0,0,1,0,1,0,0,1,1,1,0
14671,1467.1,0,1,1,1,0,0,1,0,1,0,0,1,1,1,1
14672,1467.2,0,1,1,1,0,0,1,0,1,0,1,0,0,0,0
14673,1467.3,0,1,1,1,0,0,1,0,1,0,1,0,0,0,1
14674,1467.4,0,1,1,1,0,0,1,0,1,0,1,0,0,1,0
14675,1467.5,0,1,1,1,0,0,1,0,1,0,1,0,0,1,1
14676,1467.6,0,1,1,1,0,0,1,0,1,0,1,0,1,0,0
14677,1467.7,0,1,1,1,0,0,1,0,1,0,1,0,1,0,1
14678,1467.8,0,1,1,1,0,0,1,0,1,0,1,0,1,1,0
14679,1467.9,0,1,1,1,0,0,1,0,1,0,1,0,1,1,1
14680,1468,0,1,1,1,0,0,1,0,1,0,1,1,0,0,0
14681,1468.1,0,1,1,1,0,0,1,0,1,0,1,1,0,0,1
14682,1468.2,0,1,1,1,0,0,1,0,1,0,1,1,0,1,0
14683,1468.3,0,1,1,1,0,0,1,0,1,0,1,1,0,1,1
14684,1468.4,0,1,1,1,0,0,1,0,1,0,1,1,1,0,0
14685,1468.5,0,1,1,1,0,0,1,0,1,0,1,1,1,0,1
14686,1468.6,0,1,1,1,0,0,1,0,1,0,1,1,1,1,0
14687,1468.7,0,1,1,1,0,0,1,0,1,0,1,1,1,1,1
14688,1468.8,0,1,1,1,0,0,1,0,1,1,0,0,0,0,0
14689,1468.9,0,1,1,1,0,0,1,0,1,1,0,0,0,0,1
14690,1469,0,1,1,1,0,0,1,0,1,1,0,0,0,1,0
14691,1469.1,0,1,1,1,0,0,1,0,1,1,0,0,0,1,1
14692,1469.2,0,1,1,1,0,0,1,0,1,1,0,0,1,0,0
14693,1469.3,0,1,1,1,0,0,1,0,1,1,0,0,1,0,1
14694,1469.4,0,1,1,1,0,0,1,0,1,1,0,0,1,1,0
14695,1469.5,0,1,1,1,0,0,1,0,1,1,0,0,1,1,1
14696,1469.6,0,1,1,1,0,0,1,0,1,1,0,1,0,0,0
14697,1469.7,0,1,1,1,0,0,1,0,1,1,0,1,0,0,1
14698,1469.8,0,1,1,1,0,0,1,0,1,1,0,1,0,1,0
14699,1469.9,0,1,1,1,0,0,1,0,1,1,0,1,0,1,1
14700,1470,0,1,1,1,0,0,1,0,1,1,0,1,1,0,0
